"Letališki potniški in blagovni promet glede na prihod/odhod letal ter redne/posebne prevoze po državah prihoda/odhoda letal, Ljubljana, Letališèe Jožeta Puènika, meseèno"

"MESEC";"PRIHOD/ODHOD LETAL";"DRŽAVA PRIHODA/ODHODA LETAL";"Potniki"
"2005M04";"Odhod letal";"Estonija";0
"2005M04";"Odhod letal";"Finska";0
"2005M04";"Odhod letal";"Francija";4356
"2005M04";"Odhod letal";"Gibraltar";0
"2005M04";"Odhod letal";"Grèija";561
"2005M04";"Odhod letal";"Gruzija";0
"2005M04";"Odhod letal";"Hrvaška";190
"2005M04";"Odhod letal";"Iran (Islamska republika)";0
"2005M04";"Odhod letal";"Irska";0
"2005M04";"Odhod letal";"Islandija";0
"2005M04";"Odhod letal";"Italija";425
"2005M04";"Odhod letal";"Izrael";0
"2005M04";"Odhod letal";"Japonska";0
"2005M04";"Odhod letal";"Jordanija";389
"2005M04";"Odhod letal";"Južna Afrika";0
"2005M04";"Odhod letal";"Kanada";0
"2005M04";"Odhod letal";"Katar";0
"2005M04";"Odhod letal";"Kazahstan";0
"2005M04";"Odhod letal";"Kirgizistan";0
"2005M04";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M04";"Odhod letal";"Kosovo";0
"2005M04";"Odhod letal";"Kuvajt";0
"2005M04";"Odhod letal";"Latvija";0
"2005M04";"Odhod letal";"Libanon";0
"2005M04";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M04";"Odhod letal";"Litva";0
"2005M04";"Odhod letal";"Luksemburg";6
"2005M04";"Odhod letal";"Madžarska";729
"2005M04";"Odhod letal";"Severna Makedonija";1351
"2005M04";"Odhod letal";"Malta";0
"2005M04";"Odhod letal";"Maroko";0
"2005M04";"Odhod letal";"Moldavija (Republika)";0
"2005M04";"Odhod letal";"Nemèija";11064
"2005M04";"Odhod letal";"Nigerija";0
"2005M04";"Odhod letal";"Nizozemska";718
"2005M04";"Odhod letal";"Norveška";0
"2005M04";"Odhod letal";"Oman";0
"2005M04";"Odhod letal";"Pakistan";0
"2005M04";"Odhod letal";"Poljska";41
"2005M04";"Odhod letal";"Portugalska";0
"2005M04";"Odhod letal";"Romunija";0
"2005M04";"Odhod letal";"Ruska federacija";1105
"2005M04";"Odhod letal";"Saudska Arabija";0
"2005M04";"Odhod letal";"Sirska Arabska Republika";0
"2005M04";"Odhod letal";"Slovaška";4
"2005M04";"Odhod letal";"Slovenija";6
"2005M04";"Odhod letal";"Somalija";0
"2005M04";"Odhod letal";"Srbija";0
"2005M04";"Odhod letal";"Srbija in Èrna Gora";2114
"2005M04";"Odhod letal";"Sudan";0
"2005M04";"Odhod letal";"Španija";353
"2005M04";"Odhod letal";"Švedska";4
"2005M04";"Odhod letal";"Švica";779
"2005M04";"Odhod letal";"Tanzanija";0
"2005M04";"Odhod letal";"Tunizija";701
"2005M04";"Odhod letal";"Turèija";4930
"2005M04";"Odhod letal";"Turkmenistan";0
"2005M04";"Odhod letal";"Ukrajina";23
"2005M04";"Odhod letal";"Uzbekistan";11
"2005M04";"Odhod letal";"Združene države";0
"2005M04";"Odhod letal";"Združeni arabski emirati";0
"2005M04";"Odhod letal";"Združeno kraljestvo";5781
"2005M04";"Odhod letal";"Neznano";0
"2005M05";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";43459
"2005M05";"Odhod letal";"Afganistan";0
"2005M05";"Odhod letal";"Albanija";7
"2005M05";"Odhod letal";"Alžirija";0
"2005M05";"Odhod letal";"Armenija";0
"2005M05";"Odhod letal";"Avstrija";3130
"2005M05";"Odhod letal";"Azerbajdžan";0
"2005M05";"Odhod letal";"Belgija";1499
"2005M05";"Odhod letal";"Belorusija";0
"2005M05";"Odhod letal";"Bolgarija";129
"2005M05";"Odhod letal";"Bosna in Hercegovina";1235
"2005M05";"Odhod letal";"Ciper";0
"2005M05";"Odhod letal";"Èad";0
"2005M05";"Odhod letal";"Èeška republika";1178
"2005M05";"Odhod letal";"Èrna Gora";0
"2005M05";"Odhod letal";"Danska";471
"2005M05";"Odhod letal";"Egipt";401
"2005M05";"Odhod letal";"Estonija";0
"2005M05";"Odhod letal";"Finska";20
"2005M05";"Odhod letal";"Francija";4233
"2005M05";"Odhod letal";"Gibraltar";0
"2005M05";"Odhod letal";"Grèija";299
"2005M05";"Odhod letal";"Gruzija";0
"2005M05";"Odhod letal";"Hrvaška";180
"2005M05";"Odhod letal";"Iran (Islamska republika)";0
"2005M05";"Odhod letal";"Irska";96
"2005M05";"Odhod letal";"Islandija";0
"2005M05";"Odhod letal";"Italija";8
"2005M05";"Odhod letal";"Izrael";102
"2005M05";"Odhod letal";"Japonska";0
"2005M05";"Odhod letal";"Jordanija";0
"2005M05";"Odhod letal";"Južna Afrika";0
"2005M05";"Odhod letal";"Kanada";0
"2005M05";"Odhod letal";"Katar";0
"2005M05";"Odhod letal";"Kazahstan";0
"2005M05";"Odhod letal";"Kirgizistan";0
"2005M05";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M05";"Odhod letal";"Kosovo";0
"2005M05";"Odhod letal";"Kuvajt";0
"2005M05";"Odhod letal";"Latvija";0
"2005M05";"Odhod letal";"Libanon";0
"2005M05";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M05";"Odhod letal";"Litva";0
"2005M05";"Odhod letal";"Luksemburg";0
"2005M05";"Odhod letal";"Madžarska";825
"2005M05";"Odhod letal";"Severna Makedonija";1428
"2005M05";"Odhod letal";"Malta";0
"2005M05";"Odhod letal";"Maroko";0
"2005M05";"Odhod letal";"Moldavija (Republika)";0
"2005M05";"Odhod letal";"Nemèija";10568
"2005M05";"Odhod letal";"Nigerija";0
"2005M05";"Odhod letal";"Nizozemska";680
"2005M05";"Odhod letal";"Norveška";0
"2005M05";"Odhod letal";"Oman";0
"2005M05";"Odhod letal";"Pakistan";0
"2005M05";"Odhod letal";"Poljska";0
"2005M05";"Odhod letal";"Portugalska";0
"2005M05";"Odhod letal";"Romunija";2
"2005M05";"Odhod letal";"Ruska federacija";1642
"2005M05";"Odhod letal";"Saudska Arabija";0
"2005M05";"Odhod letal";"Sirska Arabska Republika";0
"2005M05";"Odhod letal";"Slovaška";7
"2005M05";"Odhod letal";"Slovenija";17
"2005M05";"Odhod letal";"Somalija";0
"2005M05";"Odhod letal";"Srbija";0
"2005M05";"Odhod letal";"Srbija in Èrna Gora";2465
"2005M05";"Odhod letal";"Sudan";0
"2005M05";"Odhod letal";"Španija";8
"2005M05";"Odhod letal";"Švedska";0
"2005M05";"Odhod letal";"Švica";1030
"2005M05";"Odhod letal";"Tanzanija";0
"2005M05";"Odhod letal";"Tunizija";937
"2005M05";"Odhod letal";"Turèija";4904
"2005M05";"Odhod letal";"Turkmenistan";0
"2005M05";"Odhod letal";"Ukrajina";0
"2005M05";"Odhod letal";"Uzbekistan";0
"2005M05";"Odhod letal";"Združene države";0
"2005M05";"Odhod letal";"Združeni arabski emirati";0
"2005M05";"Odhod letal";"Združeno kraljestvo";5958
"2005M05";"Odhod letal";"Neznano";0
"2005M06";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";62751
"2005M06";"Odhod letal";"Afganistan";0
"2005M06";"Odhod letal";"Albanija";0
"2005M06";"Odhod letal";"Alžirija";0
"2005M06";"Odhod letal";"Armenija";0
"2005M06";"Odhod letal";"Avstrija";3377
"2005M06";"Odhod letal";"Azerbajdžan";0
"2005M06";"Odhod letal";"Belgija";1594
"2005M06";"Odhod letal";"Belorusija";167
"2005M06";"Odhod letal";"Bolgarija";1083
"2005M06";"Odhod letal";"Bosna in Hercegovina";1254
"2005M06";"Odhod letal";"Ciper";0
"2005M06";"Odhod letal";"Èad";0
"2005M06";"Odhod letal";"Èeška republika";1364
"2005M06";"Odhod letal";"Èrna Gora";0
"2005M06";"Odhod letal";"Danska";552
"2005M06";"Odhod letal";"Egipt";0
"2005M06";"Odhod letal";"Estonija";0
"2005M06";"Odhod letal";"Finska";0
"2005M06";"Odhod letal";"Francija";4384
"2005M06";"Odhod letal";"Gibraltar";0
"2005M06";"Odhod letal";"Grèija";5854
"2005M06";"Odhod letal";"Gruzija";0
"2005M06";"Odhod letal";"Hrvaška";676
"2005M06";"Odhod letal";"Iran (Islamska republika)";0
"2005M06";"Odhod letal";"Irska";651
"2005M06";"Odhod letal";"Islandija";2
"2005M06";"Odhod letal";"Italija";282
"2005M06";"Odhod letal";"Izrael";1000
"2005M06";"Odhod letal";"Japonska";0
"2005M06";"Odhod letal";"Jordanija";273
"2005M06";"Odhod letal";"Južna Afrika";0
"2005M06";"Odhod letal";"Kanada";0
"2005M06";"Odhod letal";"Katar";0
"2005M06";"Odhod letal";"Kazahstan";0
"2005M06";"Odhod letal";"Kirgizistan";0
"2005M06";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M06";"Odhod letal";"Kosovo";0
"2005M06";"Odhod letal";"Kuvajt";0
"2005M06";"Odhod letal";"Latvija";0
"2005M06";"Odhod letal";"Libanon";0
"2005M06";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M06";"Odhod letal";"Litva";0
"2005M06";"Odhod letal";"Luksemburg";5
"2005M06";"Odhod letal";"Madžarska";1034
"2005M06";"Odhod letal";"Severna Makedonija";2397
"2005M06";"Odhod letal";"Malta";413
"2005M06";"Odhod letal";"Maroko";0
"2005M06";"Odhod letal";"Moldavija (Republika)";0
"2005M06";"Odhod letal";"Nemèija";10980
"2005M06";"Odhod letal";"Nigerija";0
"2005M06";"Odhod letal";"Nizozemska";706
"2005M06";"Odhod letal";"Norveška";0
"2005M06";"Odhod letal";"Oman";0
"2005M06";"Odhod letal";"Pakistan";0
"2005M06";"Odhod letal";"Poljska";17
"2005M06";"Odhod letal";"Portugalska";41
"2005M06";"Odhod letal";"Romunija";380
"2005M06";"Odhod letal";"Ruska federacija";1413
"2005M06";"Odhod letal";"Saudska Arabija";0
"2005M06";"Odhod letal";"Sirska Arabska Republika";0
"2005M06";"Odhod letal";"Slovaška";10
"2005M06";"Odhod letal";"Slovenija";7
"2005M06";"Odhod letal";"Somalija";0
"2005M06";"Odhod letal";"Srbija";0
"2005M06";"Odhod letal";"Srbija in Èrna Gora";3316
"2005M06";"Odhod letal";"Sudan";0
"2005M06";"Odhod letal";"Španija";649
"2005M06";"Odhod letal";"Švedska";2
"2005M06";"Odhod letal";"Švica";1052
"2005M06";"Odhod letal";"Tanzanija";0
"2005M06";"Odhod letal";"Tunizija";3696
"2005M06";"Odhod letal";"Turèija";5529
"2005M06";"Odhod letal";"Turkmenistan";0
"2005M06";"Odhod letal";"Ukrajina";6
"2005M06";"Odhod letal";"Uzbekistan";0
"2005M06";"Odhod letal";"Združene države";0
"2005M06";"Odhod letal";"Združeni arabski emirati";0
"2005M06";"Odhod letal";"Združeno kraljestvo";8585
"2005M06";"Odhod letal";"Neznano";0
"2005M07";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";78172
"2005M07";"Odhod letal";"Afganistan";0
"2005M07";"Odhod letal";"Albanija";92
"2005M07";"Odhod letal";"Alžirija";0
"2005M07";"Odhod letal";"Armenija";0
"2005M07";"Odhod letal";"Avstrija";2853
"2005M07";"Odhod letal";"Azerbajdžan";0
"2005M07";"Odhod letal";"Belgija";1114
"2005M07";"Odhod letal";"Belorusija";0
"2005M07";"Odhod letal";"Bolgarija";1803
"2005M07";"Odhod letal";"Bosna in Hercegovina";1023
"2005M07";"Odhod letal";"Ciper";360
"2005M07";"Odhod letal";"Èad";0
"2005M07";"Odhod letal";"Èeška republika";1352
"2005M07";"Odhod letal";"Èrna Gora";0
"2005M07";"Odhod letal";"Danska";1125
"2005M07";"Odhod letal";"Egipt";422
"2005M07";"Odhod letal";"Estonija";0
"2005M07";"Odhod letal";"Finska";42
"2005M07";"Odhod letal";"Francija";3646
"2005M07";"Odhod letal";"Gibraltar";0
"2005M07";"Odhod letal";"Grèija";12143
"2005M07";"Odhod letal";"Gruzija";0
"2005M07";"Odhod letal";"Hrvaška";1189
"2005M07";"Odhod letal";"Iran (Islamska republika)";0
"2005M07";"Odhod letal";"Irska";1137
"2005M07";"Odhod letal";"Islandija";0
"2005M07";"Odhod letal";"Italija";441
"2005M07";"Odhod letal";"Izrael";2336
"2005M07";"Odhod letal";"Japonska";0
"2005M07";"Odhod letal";"Jordanija";562
"2005M07";"Odhod letal";"Južna Afrika";0
"2005M07";"Odhod letal";"Kanada";0
"2005M07";"Odhod letal";"Katar";0
"2005M07";"Odhod letal";"Kazahstan";0
"2005M07";"Odhod letal";"Kirgizistan";0
"2005M07";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M07";"Odhod letal";"Kosovo";0
"2005M07";"Odhod letal";"Kuvajt";0
"2005M07";"Odhod letal";"Latvija";0
"2005M07";"Odhod letal";"Libanon";0
"2005M07";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M07";"Odhod letal";"Litva";0
"2005M07";"Odhod letal";"Luksemburg";9
"2005M07";"Odhod letal";"Madžarska";941
"2005M07";"Odhod letal";"Severna Makedonija";3014
"2005M07";"Odhod letal";"Malta";759
"2005M07";"Odhod letal";"Maroko";0
"2005M07";"Odhod letal";"Moldavija (Republika)";0
"2005M07";"Odhod letal";"Nemèija";11078
"2005M07";"Odhod letal";"Nigerija";0
"2005M07";"Odhod letal";"Nizozemska";710
"2005M07";"Odhod letal";"Norveška";0
"2005M07";"Odhod letal";"Oman";0
"2005M07";"Odhod letal";"Pakistan";0
"2005M07";"Odhod letal";"Poljska";12
"2005M07";"Odhod letal";"Portugalska";0
"2005M07";"Odhod letal";"Romunija";847
"2005M07";"Odhod letal";"Ruska federacija";2047
"2005M07";"Odhod letal";"Saudska Arabija";0
"2005M07";"Odhod letal";"Sirska Arabska Republika";0
"2005M07";"Odhod letal";"Slovaška";2
"2005M07";"Odhod letal";"Slovenija";0
"2005M07";"Odhod letal";"Somalija";0
"2005M07";"Odhod letal";"Srbija";0
"2005M07";"Odhod letal";"Srbija in Èrna Gora";5429
"2005M07";"Odhod letal";"Sudan";0
"2005M07";"Odhod letal";"Španija";643
"2005M07";"Odhod letal";"Švedska";0
"2005M07";"Odhod letal";"Švica";889
"2005M07";"Odhod letal";"Tanzanija";0
"2005M07";"Odhod letal";"Tunizija";4156
"2005M07";"Odhod letal";"Turèija";6995
"2005M07";"Odhod letal";"Turkmenistan";0
"2005M07";"Odhod letal";"Ukrajina";69
"2005M07";"Odhod letal";"Uzbekistan";0
"2005M07";"Odhod letal";"Združene države";0
"2005M07";"Odhod letal";"Združeni arabski emirati";0
"2005M07";"Odhod letal";"Združeno kraljestvo";8932
"2005M07";"Odhod letal";"Neznano";0
"2005M08";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";74540
"2005M08";"Odhod letal";"Afganistan";0
"2005M08";"Odhod letal";"Albanija";0
"2005M08";"Odhod letal";"Alžirija";0
"2005M08";"Odhod letal";"Armenija";0
"2005M08";"Odhod letal";"Avstrija";2223
"2005M08";"Odhod letal";"Azerbajdžan";0
"2005M08";"Odhod letal";"Belgija";1082
"2005M08";"Odhod letal";"Belorusija";0
"2005M08";"Odhod letal";"Bolgarija";2193
"2005M08";"Odhod letal";"Bosna in Hercegovina";819
"2005M08";"Odhod letal";"Ciper";587
"2005M08";"Odhod letal";"Èad";0
"2005M08";"Odhod letal";"Èeška republika";1254
"2005M08";"Odhod letal";"Èrna Gora";0
"2005M08";"Odhod letal";"Danska";1326
"2005M08";"Odhod letal";"Egipt";296
"2005M08";"Odhod letal";"Estonija";0
"2005M08";"Odhod letal";"Finska";0
"2005M08";"Odhod letal";"Francija";4891
"2005M08";"Odhod letal";"Gibraltar";0
"2005M08";"Odhod letal";"Grèija";11196
"2005M08";"Odhod letal";"Gruzija";3
"2005M08";"Odhod letal";"Hrvaška";722
"2005M08";"Odhod letal";"Iran (Islamska republika)";0
"2005M08";"Odhod letal";"Irska";1106
"2005M08";"Odhod letal";"Islandija";0
"2005M08";"Odhod letal";"Italija";55
"2005M08";"Odhod letal";"Izrael";4008
"2005M08";"Odhod letal";"Japonska";0
"2005M08";"Odhod letal";"Jordanija";116
"2005M08";"Odhod letal";"Južna Afrika";0
"2005M08";"Odhod letal";"Kanada";0
"2005M08";"Odhod letal";"Katar";0
"2005M08";"Odhod letal";"Kazahstan";0
"2005M08";"Odhod letal";"Kirgizistan";0
"2005M08";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M08";"Odhod letal";"Kosovo";0
"2005M08";"Odhod letal";"Kuvajt";0
"2005M08";"Odhod letal";"Latvija";0
"2005M08";"Odhod letal";"Libanon";0
"2005M08";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M08";"Odhod letal";"Litva";0
"2005M08";"Odhod letal";"Luksemburg";0
"2005M08";"Odhod letal";"Madžarska";670
"2005M08";"Odhod letal";"Severna Makedonija";1777
"2005M08";"Odhod letal";"Malta";669
"2005M08";"Odhod letal";"Maroko";0
"2005M08";"Odhod letal";"Moldavija (Republika)";0
"2005M08";"Odhod letal";"Nemèija";11275
"2005M08";"Odhod letal";"Nigerija";0
"2005M08";"Odhod letal";"Nizozemska";939
"2005M08";"Odhod letal";"Norveška";0
"2005M08";"Odhod letal";"Oman";0
"2005M08";"Odhod letal";"Pakistan";0
"2005M08";"Odhod letal";"Poljska";0
"2005M08";"Odhod letal";"Portugalska";0
"2005M08";"Odhod letal";"Romunija";533
"2005M08";"Odhod letal";"Ruska federacija";1987
"2005M08";"Odhod letal";"Saudska Arabija";0
"2005M08";"Odhod letal";"Sirska Arabska Republika";0
"2005M08";"Odhod letal";"Slovaška";0
"2005M08";"Odhod letal";"Slovenija";0
"2005M08";"Odhod letal";"Somalija";0
"2005M08";"Odhod letal";"Srbija";0
"2005M08";"Odhod letal";"Srbija in Èrna Gora";3775
"2005M08";"Odhod letal";"Sudan";0
"2005M08";"Odhod letal";"Španija";547
"2005M08";"Odhod letal";"Švedska";91
"2005M08";"Odhod letal";"Švica";1652
"2005M08";"Odhod letal";"Tanzanija";0
"2005M08";"Odhod letal";"Tunizija";4000
"2005M08";"Odhod letal";"Turèija";5803
"2005M08";"Odhod letal";"Turkmenistan";0
"2005M08";"Odhod letal";"Ukrajina";0
"2005M08";"Odhod letal";"Uzbekistan";0
"2005M08";"Odhod letal";"Združene države";0
"2005M08";"Odhod letal";"Združeni arabski emirati";0
"2005M08";"Odhod letal";"Združeno kraljestvo";8945
"2005M08";"Odhod letal";"Neznano";0
"2005M09";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";67325
"2005M09";"Odhod letal";"Afganistan";0
"2005M09";"Odhod letal";"Albanija";4
"2005M09";"Odhod letal";"Alžirija";0
"2005M09";"Odhod letal";"Armenija";0
"2005M09";"Odhod letal";"Avstrija";3527
"2005M09";"Odhod letal";"Azerbajdžan";0
"2005M09";"Odhod letal";"Belgija";1792
"2005M09";"Odhod letal";"Belorusija";0
"2005M09";"Odhod letal";"Bolgarija";753
"2005M09";"Odhod letal";"Bosna in Hercegovina";627
"2005M09";"Odhod letal";"Ciper";0
"2005M09";"Odhod letal";"Èad";0
"2005M09";"Odhod letal";"Èeška republika";1513
"2005M09";"Odhod letal";"Èrna Gora";0
"2005M09";"Odhod letal";"Danska";898
"2005M09";"Odhod letal";"Egipt";34
"2005M09";"Odhod letal";"Estonija";0
"2005M09";"Odhod letal";"Finska";89
"2005M09";"Odhod letal";"Francija";4555
"2005M09";"Odhod letal";"Gibraltar";0
"2005M09";"Odhod letal";"Grèija";8152
"2005M09";"Odhod letal";"Gruzija";0
"2005M09";"Odhod letal";"Hrvaška";320
"2005M09";"Odhod letal";"Iran (Islamska republika)";0
"2005M09";"Odhod letal";"Irska";685
"2005M09";"Odhod letal";"Islandija";0
"2005M09";"Odhod letal";"Italija";8
"2005M09";"Odhod letal";"Izrael";2219
"2005M09";"Odhod letal";"Japonska";0
"2005M09";"Odhod letal";"Jordanija";0
"2005M09";"Odhod letal";"Južna Afrika";0
"2005M09";"Odhod letal";"Kanada";0
"2005M09";"Odhod letal";"Katar";0
"2005M09";"Odhod letal";"Kazahstan";0
"2005M09";"Odhod letal";"Kirgizistan";0
"2005M09";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M09";"Odhod letal";"Kosovo";0
"2005M09";"Odhod letal";"Kuvajt";0
"2005M09";"Odhod letal";"Latvija";0
"2005M09";"Odhod letal";"Libanon";0
"2005M09";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M09";"Odhod letal";"Litva";35
"2005M09";"Odhod letal";"Luksemburg";0
"2005M09";"Odhod letal";"Madžarska";1040
"2005M09";"Odhod letal";"Severna Makedonija";1683
"2005M09";"Odhod letal";"Malta";542
"2005M09";"Odhod letal";"Maroko";5
"2005M09";"Odhod letal";"Moldavija (Republika)";123
"2005M09";"Odhod letal";"Nemèija";12764
"2005M09";"Odhod letal";"Nigerija";0
"2005M09";"Odhod letal";"Nizozemska";726
"2005M09";"Odhod letal";"Norveška";219
"2005M09";"Odhod letal";"Oman";0
"2005M09";"Odhod letal";"Pakistan";0
"2005M09";"Odhod letal";"Poljska";360
"2005M09";"Odhod letal";"Portugalska";0
"2005M09";"Odhod letal";"Romunija";51
"2005M09";"Odhod letal";"Ruska federacija";1755
"2005M09";"Odhod letal";"Saudska Arabija";0
"2005M09";"Odhod letal";"Sirska Arabska Republika";0
"2005M09";"Odhod letal";"Slovaška";4
"2005M09";"Odhod letal";"Slovenija";0
"2005M09";"Odhod letal";"Somalija";0
"2005M09";"Odhod letal";"Srbija";0
"2005M09";"Odhod letal";"Srbija in Èrna Gora";2729
"2005M09";"Odhod letal";"Sudan";0
"2005M09";"Odhod letal";"Španija";251
"2005M09";"Odhod letal";"Švedska";0
"2005M09";"Odhod letal";"Švica";1079
"2005M09";"Odhod letal";"Tanzanija";0
"2005M09";"Odhod letal";"Tunizija";3714
"2005M09";"Odhod letal";"Turèija";5702
"2005M09";"Odhod letal";"Turkmenistan";0
"2005M09";"Odhod letal";"Ukrajina";0
"2005M09";"Odhod letal";"Uzbekistan";0
"2005M09";"Odhod letal";"Združene države";0
"2005M09";"Odhod letal";"Združeni arabski emirati";0
"2005M09";"Odhod letal";"Združeno kraljestvo";9367
"2005M09";"Odhod letal";"Neznano";0
"2005M10";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";53316
"2005M10";"Odhod letal";"Afganistan";0
"2005M10";"Odhod letal";"Albanija";0
"2005M10";"Odhod letal";"Alžirija";0
"2005M10";"Odhod letal";"Armenija";0
"2005M10";"Odhod letal";"Avstrija";3605
"2005M10";"Odhod letal";"Azerbajdžan";0
"2005M10";"Odhod letal";"Belgija";1866
"2005M10";"Odhod letal";"Belorusija";0
"2005M10";"Odhod letal";"Bolgarija";0
"2005M10";"Odhod letal";"Bosna in Hercegovina";982
"2005M10";"Odhod letal";"Ciper";172
"2005M10";"Odhod letal";"Èad";0
"2005M10";"Odhod letal";"Èeška republika";1534
"2005M10";"Odhod letal";"Èrna Gora";0
"2005M10";"Odhod letal";"Danska";441
"2005M10";"Odhod letal";"Egipt";685
"2005M10";"Odhod letal";"Estonija";0
"2005M10";"Odhod letal";"Finska";32
"2005M10";"Odhod letal";"Francija";4125
"2005M10";"Odhod letal";"Gibraltar";0
"2005M10";"Odhod letal";"Grèija";0
"2005M10";"Odhod letal";"Gruzija";0
"2005M10";"Odhod letal";"Hrvaška";5
"2005M10";"Odhod letal";"Iran (Islamska republika)";0
"2005M10";"Odhod letal";"Irska";54
"2005M10";"Odhod letal";"Islandija";411
"2005M10";"Odhod letal";"Italija";473
"2005M10";"Odhod letal";"Izrael";1868
"2005M10";"Odhod letal";"Japonska";0
"2005M10";"Odhod letal";"Jordanija";596
"2005M10";"Odhod letal";"Južna Afrika";0
"2005M10";"Odhod letal";"Kanada";0
"2005M10";"Odhod letal";"Katar";0
"2005M10";"Odhod letal";"Kazahstan";0
"2005M10";"Odhod letal";"Kirgizistan";0
"2005M10";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M10";"Odhod letal";"Kosovo";0
"2005M10";"Odhod letal";"Kuvajt";0
"2005M10";"Odhod letal";"Latvija";0
"2005M10";"Odhod letal";"Libanon";0
"2005M10";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M10";"Odhod letal";"Litva";0
"2005M10";"Odhod letal";"Luksemburg";47
"2005M10";"Odhod letal";"Madžarska";1152
"2005M10";"Odhod letal";"Severna Makedonija";1775
"2005M10";"Odhod letal";"Malta";0
"2005M10";"Odhod letal";"Maroko";162
"2005M10";"Odhod letal";"Moldavija (Republika)";0
"2005M10";"Odhod letal";"Nemèija";12892
"2005M10";"Odhod letal";"Nigerija";0
"2005M10";"Odhod letal";"Nizozemska";639
"2005M10";"Odhod letal";"Norveška";0
"2005M10";"Odhod letal";"Oman";0
"2005M10";"Odhod letal";"Pakistan";0
"2005M10";"Odhod letal";"Poljska";381
"2005M10";"Odhod letal";"Portugalska";0
"2005M10";"Odhod letal";"Romunija";10
"2005M10";"Odhod letal";"Ruska federacija";1321
"2005M10";"Odhod letal";"Saudska Arabija";0
"2005M10";"Odhod letal";"Sirska Arabska Republika";0
"2005M10";"Odhod letal";"Slovaška";0
"2005M10";"Odhod letal";"Slovenija";2
"2005M10";"Odhod letal";"Somalija";0
"2005M10";"Odhod letal";"Srbija";0
"2005M10";"Odhod letal";"Srbija in Èrna Gora";2494
"2005M10";"Odhod letal";"Sudan";0
"2005M10";"Odhod letal";"Španija";58
"2005M10";"Odhod letal";"Švedska";53
"2005M10";"Odhod letal";"Švica";1319
"2005M10";"Odhod letal";"Tanzanija";0
"2005M10";"Odhod letal";"Tunizija";1998
"2005M10";"Odhod letal";"Turèija";5269
"2005M10";"Odhod letal";"Turkmenistan";0
"2005M10";"Odhod letal";"Ukrajina";0
"2005M10";"Odhod letal";"Uzbekistan";0
"2005M10";"Odhod letal";"Združene države";0
"2005M10";"Odhod letal";"Združeni arabski emirati";0
"2005M10";"Odhod letal";"Združeno kraljestvo";6895
"2005M10";"Odhod letal";"Neznano";0
"2005M11";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";39149
"2005M11";"Odhod letal";"Afganistan";0
"2005M11";"Odhod letal";"Albanija";0
"2005M11";"Odhod letal";"Alžirija";0
"2005M11";"Odhod letal";"Armenija";0
"2005M11";"Odhod letal";"Avstrija";3145
"2005M11";"Odhod letal";"Azerbajdžan";0
"2005M11";"Odhod letal";"Belgija";1876
"2005M11";"Odhod letal";"Belorusija";33
"2005M11";"Odhod letal";"Bolgarija";0
"2005M11";"Odhod letal";"Bosna in Hercegovina";908
"2005M11";"Odhod letal";"Ciper";24
"2005M11";"Odhod letal";"Èad";0
"2005M11";"Odhod letal";"Èeška republika";984
"2005M11";"Odhod letal";"Èrna Gora";0
"2005M11";"Odhod letal";"Danska";403
"2005M11";"Odhod letal";"Egipt";522
"2005M11";"Odhod letal";"Estonija";0
"2005M11";"Odhod letal";"Finska";0
"2005M11";"Odhod letal";"Francija";3950
"2005M11";"Odhod letal";"Gibraltar";0
"2005M11";"Odhod letal";"Grèija";24
"2005M11";"Odhod letal";"Gruzija";0
"2005M11";"Odhod letal";"Hrvaška";11
"2005M11";"Odhod letal";"Iran (Islamska republika)";0
"2005M11";"Odhod letal";"Irska";20
"2005M11";"Odhod letal";"Islandija";361
"2005M11";"Odhod letal";"Italija";2
"2005M11";"Odhod letal";"Izrael";155
"2005M11";"Odhod letal";"Japonska";0
"2005M11";"Odhod letal";"Jordanija";170
"2005M11";"Odhod letal";"Južna Afrika";0
"2005M11";"Odhod letal";"Kanada";0
"2005M11";"Odhod letal";"Katar";0
"2005M11";"Odhod letal";"Kazahstan";0
"2005M11";"Odhod letal";"Kirgizistan";0
"2005M11";"Odhod letal";"Kitajska (Ljudska republika)";0
