"Letališki potniški in blagovni promet glede na prihod/odhod letal ter redne/posebne prevoze po državah prihoda/odhoda letal, Ljubljana, Letališèe Jožeta Puènika, meseèno"

"MESEC";"PRIHOD/ODHOD LETAL";"DRŽAVA PRIHODA/ODHODA LETAL";"Potniki"
"2017M10";"Odhod letal";"Združeno kraljestvo";11621
"2017M10";"Odhod letal";"Neznano";0
"2017M11";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";60523
"2017M11";"Odhod letal";"Afganistan";0
"2017M11";"Odhod letal";"Albanija";2003
"2017M11";"Odhod letal";"Alžirija";0
"2017M11";"Odhod letal";"Armenija";0
"2017M11";"Odhod letal";"Avstrija";2890
"2017M11";"Odhod letal";"Azerbajdžan";0
"2017M11";"Odhod letal";"Belgija";4639
"2017M11";"Odhod letal";"Belorusija";0
"2017M11";"Odhod letal";"Bolgarija";0
"2017M11";"Odhod letal";"Bosna in Hercegovina";1253
"2017M11";"Odhod letal";"Ciper";0
"2017M11";"Odhod letal";"Èad";0
"2017M11";"Odhod letal";"Èeška republika";623
"2017M11";"Odhod letal";"Èrna Gora";1720
"2017M11";"Odhod letal";"Danska";1010
"2017M11";"Odhod letal";"Egipt";333
"2017M11";"Odhod letal";"Estonija";0
"2017M11";"Odhod letal";"Finska";0
"2017M11";"Odhod letal";"Francija";3279
"2017M11";"Odhod letal";"Gibraltar";0
"2017M11";"Odhod letal";"Grèija";0
"2017M11";"Odhod letal";"Gruzija";0
"2017M11";"Odhod letal";"Hrvaška";0
"2017M11";"Odhod letal";"Iran (Islamska republika)";0
"2017M11";"Odhod letal";"Irska";0
"2017M11";"Odhod letal";"Islandija";0
"2017M11";"Odhod letal";"Italija";0
"2017M11";"Odhod letal";"Izrael";0
"2017M11";"Odhod letal";"Japonska";0
"2017M11";"Odhod letal";"Jordanija";0
"2017M11";"Odhod letal";"Južna Afrika";0
"2017M11";"Odhod letal";"Kanada";0
"2017M11";"Odhod letal";"Katar";0
"2017M11";"Odhod letal";"Kazahstan";0
"2017M11";"Odhod letal";"Kirgizistan";0
"2017M11";"Odhod letal";"Kitajska (Ljudska republika)";0
"2017M11";"Odhod letal";"Kosovo";1918
"2017M11";"Odhod letal";"Kuvajt";0
"2017M11";"Odhod letal";"Latvija";0
"2017M11";"Odhod letal";"Libanon";0
"2017M11";"Odhod letal";"Libijska Arabska Džamahirija";0
"2017M11";"Odhod letal";"Litva";0
"2017M11";"Odhod letal";"Luksemburg";0
"2017M11";"Odhod letal";"Madžarska";0
"2017M11";"Odhod letal";"Severna Makedonija";1851
"2017M11";"Odhod letal";"Malta";0
"2017M11";"Odhod letal";"Maroko";0
"2017M11";"Odhod letal";"Moldavija (Republika)";0
"2017M11";"Odhod letal";"Nemèija";10201
"2017M11";"Odhod letal";"Nigerija";0
"2017M11";"Odhod letal";"Nizozemska";3735
"2017M11";"Odhod letal";"Norveška";0
"2017M11";"Odhod letal";"Oman";0
"2017M11";"Odhod letal";"Pakistan";0
"2017M11";"Odhod letal";"Poljska";1998
"2017M11";"Odhod letal";"Portugalska";0
"2017M11";"Odhod letal";"Romunija";0
"2017M11";"Odhod letal";"Ruska federacija";1679
"2017M11";"Odhod letal";"Saudska Arabija";0
"2017M11";"Odhod letal";"Sirska Arabska Republika";0
"2017M11";"Odhod letal";"Slovaška";0
"2017M11";"Odhod letal";"Slovenija";0
"2017M11";"Odhod letal";"Somalija";0
"2017M11";"Odhod letal";"Srbija";2542
"2017M11";"Odhod letal";"Srbija in Èrna Gora";0
"2017M11";"Odhod letal";"Sudan";0
"2017M11";"Odhod letal";"Španija";40
"2017M11";"Odhod letal";"Švedska";0
"2017M11";"Odhod letal";"Švica";4166
"2017M11";"Odhod letal";"Tanzanija";0
"2017M11";"Odhod letal";"Tunizija";0
"2017M11";"Odhod letal";"Turèija";5733
"2017M11";"Odhod letal";"Turkmenistan";0
"2017M11";"Odhod letal";"Ukrajina";586
"2017M11";"Odhod letal";"Uzbekistan";0
"2017M11";"Odhod letal";"Združene države";0
"2017M11";"Odhod letal";"Združeni arabski emirati";0
"2017M11";"Odhod letal";"Združeno kraljestvo";8324
"2017M11";"Odhod letal";"Neznano";0
"2017M12";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";53791
"2017M12";"Odhod letal";"Afganistan";0
"2017M12";"Odhod letal";"Albanija";2439
"2017M12";"Odhod letal";"Alžirija";0
"2017M12";"Odhod letal";"Armenija";0
"2017M12";"Odhod letal";"Avstrija";1838
"2017M12";"Odhod letal";"Azerbajdžan";0
"2017M12";"Odhod letal";"Belgija";2908
"2017M12";"Odhod letal";"Belorusija";0
"2017M12";"Odhod letal";"Bolgarija";0
"2017M12";"Odhod letal";"Bosna in Hercegovina";1406
"2017M12";"Odhod letal";"Ciper";175
"2017M12";"Odhod letal";"Èad";0
"2017M12";"Odhod letal";"Èeška republika";383
"2017M12";"Odhod letal";"Èrna Gora";2029
"2017M12";"Odhod letal";"Danska";806
"2017M12";"Odhod letal";"Egipt";333
"2017M12";"Odhod letal";"Estonija";0
"2017M12";"Odhod letal";"Finska";257
"2017M12";"Odhod letal";"Francija";2804
"2017M12";"Odhod letal";"Gibraltar";0
"2017M12";"Odhod letal";"Grèija";0
"2017M12";"Odhod letal";"Gruzija";0
"2017M12";"Odhod letal";"Hrvaška";0
"2017M12";"Odhod letal";"Iran (Islamska republika)";0
"2017M12";"Odhod letal";"Irska";0
"2017M12";"Odhod letal";"Islandija";0
"2017M12";"Odhod letal";"Italija";97
"2017M12";"Odhod letal";"Izrael";0
"2017M12";"Odhod letal";"Japonska";0
"2017M12";"Odhod letal";"Jordanija";0
"2017M12";"Odhod letal";"Južna Afrika";0
"2017M12";"Odhod letal";"Kanada";0
"2017M12";"Odhod letal";"Katar";0
"2017M12";"Odhod letal";"Kazahstan";0
"2017M12";"Odhod letal";"Kirgizistan";0
"2017M12";"Odhod letal";"Kitajska (Ljudska republika)";0
"2017M12";"Odhod letal";"Kosovo";2150
"2017M12";"Odhod letal";"Kuvajt";0
"2017M12";"Odhod letal";"Latvija";0
"2017M12";"Odhod letal";"Libanon";0
"2017M12";"Odhod letal";"Libijska Arabska Džamahirija";0
"2017M12";"Odhod letal";"Litva";0
"2017M12";"Odhod letal";"Luksemburg";0
"2017M12";"Odhod letal";"Madžarska";0
"2017M12";"Odhod letal";"Severna Makedonija";2084
"2017M12";"Odhod letal";"Malta";143
"2017M12";"Odhod letal";"Maroko";0
"2017M12";"Odhod letal";"Moldavija (Republika)";0
"2017M12";"Odhod letal";"Nemèija";7841
"2017M12";"Odhod letal";"Nigerija";0
"2017M12";"Odhod letal";"Nizozemska";3003
"2017M12";"Odhod letal";"Norveška";0
"2017M12";"Odhod letal";"Oman";0
"2017M12";"Odhod letal";"Pakistan";0
"2017M12";"Odhod letal";"Poljska";1629
"2017M12";"Odhod letal";"Portugalska";0
"2017M12";"Odhod letal";"Romunija";0
"2017M12";"Odhod letal";"Ruska federacija";1333
"2017M12";"Odhod letal";"Saudska Arabija";0
"2017M12";"Odhod letal";"Sirska Arabska Republika";0
"2017M12";"Odhod letal";"Slovaška";0
"2017M12";"Odhod letal";"Slovenija";0
"2017M12";"Odhod letal";"Somalija";0
"2017M12";"Odhod letal";"Srbija";2360
"2017M12";"Odhod letal";"Srbija in Èrna Gora";0
"2017M12";"Odhod letal";"Sudan";0
"2017M12";"Odhod letal";"Španija";237
"2017M12";"Odhod letal";"Švedska";0
"2017M12";"Odhod letal";"Švica";3436
"2017M12";"Odhod letal";"Tanzanija";0
"2017M12";"Odhod letal";"Tunizija";0
"2017M12";"Odhod letal";"Turèija";5032
"2017M12";"Odhod letal";"Turkmenistan";0
"2017M12";"Odhod letal";"Ukrajina";655
"2017M12";"Odhod letal";"Uzbekistan";0
"2017M12";"Odhod letal";"Združene države";0
"2017M12";"Odhod letal";"Združeni arabski emirati";0
"2017M12";"Odhod letal";"Združeno kraljestvo";8413
"2017M12";"Odhod letal";"Neznano";0
"2018M01";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";51884
"2018M01";"Odhod letal";"Afganistan";0
"2018M01";"Odhod letal";"Albanija";1330
"2018M01";"Odhod letal";"Alžirija";0
"2018M01";"Odhod letal";"Armenija";0
"2018M01";"Odhod letal";"Avstrija";1808
"2018M01";"Odhod letal";"Azerbajdžan";0
"2018M01";"Odhod letal";"Belgija";3765
"2018M01";"Odhod letal";"Belorusija";0
"2018M01";"Odhod letal";"Bolgarija";0
"2018M01";"Odhod letal";"Bosna in Hercegovina";920
"2018M01";"Odhod letal";"Ciper";0
"2018M01";"Odhod letal";"Èad";0
"2018M01";"Odhod letal";"Èeška republika";462
"2018M01";"Odhod letal";"Èrna Gora";1502
"2018M01";"Odhod letal";"Danska";904
"2018M01";"Odhod letal";"Egipt";239
"2018M01";"Odhod letal";"Estonija";0
"2018M01";"Odhod letal";"Finska";0
"2018M01";"Odhod letal";"Francija";2965
"2018M01";"Odhod letal";"Gibraltar";0
"2018M01";"Odhod letal";"Grèija";0
"2018M01";"Odhod letal";"Gruzija";0
"2018M01";"Odhod letal";"Hrvaška";0
"2018M01";"Odhod letal";"Iran (Islamska republika)";0
"2018M01";"Odhod letal";"Irska";0
"2018M01";"Odhod letal";"Islandija";0
"2018M01";"Odhod letal";"Italija";135
"2018M01";"Odhod letal";"Izrael";0
"2018M01";"Odhod letal";"Japonska";0
"2018M01";"Odhod letal";"Jordanija";0
"2018M01";"Odhod letal";"Južna Afrika";0
"2018M01";"Odhod letal";"Kanada";0
"2018M01";"Odhod letal";"Katar";0
"2018M01";"Odhod letal";"Kazahstan";0
"2018M01";"Odhod letal";"Kirgizistan";0
"2018M01";"Odhod letal";"Kitajska (Ljudska republika)";0
"2018M01";"Odhod letal";"Kosovo";1446
"2018M01";"Odhod letal";"Kuvajt";0
"2018M01";"Odhod letal";"Latvija";0
"2018M01";"Odhod letal";"Libanon";0
"2018M01";"Odhod letal";"Libijska Arabska Džamahirija";0
"2018M01";"Odhod letal";"Litva";0
"2018M01";"Odhod letal";"Luksemburg";0
"2018M01";"Odhod letal";"Madžarska";0
"2018M01";"Odhod letal";"Severna Makedonija";1264
"2018M01";"Odhod letal";"Malta";319
"2018M01";"Odhod letal";"Maroko";0
"2018M01";"Odhod letal";"Moldavija (Republika)";0
"2018M01";"Odhod letal";"Nemèija";8921
"2018M01";"Odhod letal";"Nigerija";0
"2018M01";"Odhod letal";"Nizozemska";3251
"2018M01";"Odhod letal";"Norveška";79
"2018M01";"Odhod letal";"Oman";0
"2018M01";"Odhod letal";"Pakistan";0
"2018M01";"Odhod letal";"Poljska";1595
"2018M01";"Odhod letal";"Portugalska";0
"2018M01";"Odhod letal";"Romunija";0
"2018M01";"Odhod letal";"Ruska federacija";1785
"2018M01";"Odhod letal";"Saudska Arabija";0
"2018M01";"Odhod letal";"Sirska Arabska Republika";0
"2018M01";"Odhod letal";"Slovaška";0
"2018M01";"Odhod letal";"Slovenija";0
"2018M01";"Odhod letal";"Somalija";0
"2018M01";"Odhod letal";"Srbija";1892
"2018M01";"Odhod letal";"Srbija in Èrna Gora";0
"2018M01";"Odhod letal";"Sudan";0
"2018M01";"Odhod letal";"Španija";0
"2018M01";"Odhod letal";"Švedska";0
"2018M01";"Odhod letal";"Švica";3756
"2018M01";"Odhod letal";"Tanzanija";0
"2018M01";"Odhod letal";"Tunizija";0
"2018M01";"Odhod letal";"Turèija";4475
"2018M01";"Odhod letal";"Turkmenistan";0
"2018M01";"Odhod letal";"Ukrajina";478
"2018M01";"Odhod letal";"Uzbekistan";0
"2018M01";"Odhod letal";"Združene države";0
"2018M01";"Odhod letal";"Združeni arabski emirati";0
"2018M01";"Odhod letal";"Združeno kraljestvo";8593
"2018M01";"Odhod letal";"Neznano";0
"2018M02";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";50097
"2018M02";"Odhod letal";"Afganistan";0
"2018M02";"Odhod letal";"Albanija";1418
"2018M02";"Odhod letal";"Alžirija";0
"2018M02";"Odhod letal";"Armenija";0
"2018M02";"Odhod letal";"Avstrija";2088
"2018M02";"Odhod letal";"Azerbajdžan";0
"2018M02";"Odhod letal";"Belgija";3537
"2018M02";"Odhod letal";"Belorusija";0
"2018M02";"Odhod letal";"Bolgarija";0
"2018M02";"Odhod letal";"Bosna in Hercegovina";973
"2018M02";"Odhod letal";"Ciper";363
"2018M02";"Odhod letal";"Èad";0
"2018M02";"Odhod letal";"Èeška republika";432
"2018M02";"Odhod letal";"Èrna Gora";1583
"2018M02";"Odhod letal";"Danska";831
"2018M02";"Odhod letal";"Egipt";414
"2018M02";"Odhod letal";"Estonija";0
"2018M02";"Odhod letal";"Finska";0
"2018M02";"Odhod letal";"Francija";2006
"2018M02";"Odhod letal";"Gibraltar";0
"2018M02";"Odhod letal";"Grèija";0
"2018M02";"Odhod letal";"Gruzija";0
"2018M02";"Odhod letal";"Hrvaška";0
"2018M02";"Odhod letal";"Iran (Islamska republika)";0
"2018M02";"Odhod letal";"Irska";0
"2018M02";"Odhod letal";"Islandija";0
"2018M02";"Odhod letal";"Italija";0
"2018M02";"Odhod letal";"Izrael";0
"2018M02";"Odhod letal";"Japonska";0
"2018M02";"Odhod letal";"Jordanija";0
"2018M02";"Odhod letal";"Južna Afrika";0
"2018M02";"Odhod letal";"Kanada";0
"2018M02";"Odhod letal";"Katar";0
"2018M02";"Odhod letal";"Kazahstan";0
"2018M02";"Odhod letal";"Kirgizistan";0
"2018M02";"Odhod letal";"Kitajska (Ljudska republika)";0
"2018M02";"Odhod letal";"Kosovo";1606
"2018M02";"Odhod letal";"Kuvajt";0
"2018M02";"Odhod letal";"Latvija";0
"2018M02";"Odhod letal";"Libanon";0
"2018M02";"Odhod letal";"Libijska Arabska Džamahirija";0
"2018M02";"Odhod letal";"Litva";0
"2018M02";"Odhod letal";"Luksemburg";0
"2018M02";"Odhod letal";"Madžarska";0
"2018M02";"Odhod letal";"Severna Makedonija";1473
"2018M02";"Odhod letal";"Malta";0
"2018M02";"Odhod letal";"Maroko";0
"2018M02";"Odhod letal";"Moldavija (Republika)";0
"2018M02";"Odhod letal";"Nemèija";7882
"2018M02";"Odhod letal";"Nigerija";0
"2018M02";"Odhod letal";"Nizozemska";3116
"2018M02";"Odhod letal";"Norveška";0
"2018M02";"Odhod letal";"Oman";0
"2018M02";"Odhod letal";"Pakistan";0
"2018M02";"Odhod letal";"Poljska";1713
"2018M02";"Odhod letal";"Portugalska";0
"2018M02";"Odhod letal";"Romunija";0
"2018M02";"Odhod letal";"Ruska federacija";1460
"2018M02";"Odhod letal";"Saudska Arabija";0
"2018M02";"Odhod letal";"Sirska Arabska Republika";0
"2018M02";"Odhod letal";"Slovaška";0
"2018M02";"Odhod letal";"Slovenija";0
"2018M02";"Odhod letal";"Somalija";0
"2018M02";"Odhod letal";"Srbija";1992
"2018M02";"Odhod letal";"Srbija in Èrna Gora";0
"2018M02";"Odhod letal";"Sudan";0
"2018M02";"Odhod letal";"Španija";0
"2018M02";"Odhod letal";"Švedska";0
"2018M02";"Odhod letal";"Švica";3137
"2018M02";"Odhod letal";"Tanzanija";0
"2018M02";"Odhod letal";"Tunizija";0
"2018M02";"Odhod letal";"Turèija";5253
"2018M02";"Odhod letal";"Turkmenistan";0
"2018M02";"Odhod letal";"Ukrajina";494
"2018M02";"Odhod letal";"Uzbekistan";0
"2018M02";"Odhod letal";"Združene države";0
"2018M02";"Odhod letal";"Združeni arabski emirati";0
"2018M02";"Odhod letal";"Združeno kraljestvo";8326
"2018M02";"Odhod letal";"Neznano";0
"2018M03";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";63654
"2018M03";"Odhod letal";"Afganistan";0
"2018M03";"Odhod letal";"Albanija";2204
"2018M03";"Odhod letal";"Alžirija";0
"2018M03";"Odhod letal";"Armenija";0
"2018M03";"Odhod letal";"Avstrija";2535
"2018M03";"Odhod letal";"Azerbajdžan";0
"2018M03";"Odhod letal";"Belgija";4060
"2018M03";"Odhod letal";"Belorusija";36
"2018M03";"Odhod letal";"Bolgarija";138
"2018M03";"Odhod letal";"Bosna in Hercegovina";1276
"2018M03";"Odhod letal";"Ciper";893
"2018M03";"Odhod letal";"Èad";0
"2018M03";"Odhod letal";"Èeška republika";820
"2018M03";"Odhod letal";"Èrna Gora";2227
"2018M03";"Odhod letal";"Danska";1030
"2018M03";"Odhod letal";"Egipt";631
"2018M03";"Odhod letal";"Estonija";0
"2018M03";"Odhod letal";"Finska";0
"2018M03";"Odhod letal";"Francija";3484
"2018M03";"Odhod letal";"Gibraltar";0
"2018M03";"Odhod letal";"Grèija";0
"2018M03";"Odhod letal";"Gruzija";0
"2018M03";"Odhod letal";"Hrvaška";0
"2018M03";"Odhod letal";"Iran (Islamska republika)";0
"2018M03";"Odhod letal";"Irska";0
"2018M03";"Odhod letal";"Islandija";0
"2018M03";"Odhod letal";"Italija";0
"2018M03";"Odhod letal";"Izrael";0
"2018M03";"Odhod letal";"Japonska";0
"2018M03";"Odhod letal";"Jordanija";0
"2018M03";"Odhod letal";"Južna Afrika";0
"2018M03";"Odhod letal";"Kanada";0
"2018M03";"Odhod letal";"Katar";0
"2018M03";"Odhod letal";"Kazahstan";0
"2018M03";"Odhod letal";"Kirgizistan";0
"2018M03";"Odhod letal";"Kitajska (Ljudska republika)";0
"2018M03";"Odhod letal";"Kosovo";1941
"2018M03";"Odhod letal";"Kuvajt";0
"2018M03";"Odhod letal";"Latvija";0
"2018M03";"Odhod letal";"Libanon";0
"2018M03";"Odhod letal";"Libijska Arabska Džamahirija";0
"2018M03";"Odhod letal";"Litva";0
"2018M03";"Odhod letal";"Luksemburg";0
"2018M03";"Odhod letal";"Madžarska";0
"2018M03";"Odhod letal";"Severna Makedonija";2224
"2018M03";"Odhod letal";"Malta";0
"2018M03";"Odhod letal";"Maroko";0
"2018M03";"Odhod letal";"Moldavija (Republika)";0
"2018M03";"Odhod letal";"Nemèija";8349
"2018M03";"Odhod letal";"Nigerija";0
"2018M03";"Odhod letal";"Nizozemska";4765
"2018M03";"Odhod letal";"Norveška";141
"2018M03";"Odhod letal";"Oman";0
"2018M03";"Odhod letal";"Pakistan";0
"2018M03";"Odhod letal";"Poljska";2470
"2018M03";"Odhod letal";"Portugalska";0
"2018M03";"Odhod letal";"Romunija";17
"2018M03";"Odhod letal";"Ruska federacija";1491
"2018M03";"Odhod letal";"Saudska Arabija";0
"2018M03";"Odhod letal";"Sirska Arabska Republika";0
"2018M03";"Odhod letal";"Slovaška";0
"2018M03";"Odhod letal";"Slovenija";0
"2018M03";"Odhod letal";"Somalija";0
"2018M03";"Odhod letal";"Srbija";2481
"2018M03";"Odhod letal";"Srbija in Èrna Gora";-
"2018M03";"Odhod letal";"Sudan";0
"2018M03";"Odhod letal";"Španija";140
"2018M03";"Odhod letal";"Švedska";0
"2018M03";"Odhod letal";"Švica";4231
"2018M03";"Odhod letal";"Tanzanija";0
"2018M03";"Odhod letal";"Tunizija";0
"2018M03";"Odhod letal";"Turèija";5922
"2018M03";"Odhod letal";"Turkmenistan";0
"2018M03";"Odhod letal";"Ukrajina";740
"2018M03";"Odhod letal";"Uzbekistan";0
"2018M03";"Odhod letal";"Združene države";0
"2018M03";"Odhod letal";"Združeni arabski emirati";0
"2018M03";"Odhod letal";"Združeno kraljestvo";9408
"2018M03";"Odhod letal";"Neznano";0
"2018M04";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";80200
"2018M04";"Odhod letal";"Afganistan";0
"2018M04";"Odhod letal";"Albanija";3683
"2018M04";"Odhod letal";"Alžirija";0
"2018M04";"Odhod letal";"Armenija";0
"2018M04";"Odhod letal";"Avstrija";3347
"2018M04";"Odhod letal";"Azerbajdžan";0
"2018M04";"Odhod letal";"Belgija";4804
"2018M04";"Odhod letal";"Belorusija";0
"2018M04";"Odhod letal";"Bolgarija";349
"2018M04";"Odhod letal";"Bosna in Hercegovina";1501
"2018M04";"Odhod letal";"Ciper";170
"2018M04";"Odhod letal";"Èad";0
"2018M04";"Odhod letal";"Èeška republika";802
"2018M04";"Odhod letal";"Èrna Gora";2468
"2018M04";"Odhod letal";"Danska";1885
"2018M04";"Odhod letal";"Egipt";565
"2018M04";"Odhod letal";"Estonija";0
"2018M04";"Odhod letal";"Finska";1370
"2018M04";"Odhod letal";"Francija";4722
"2018M04";"Odhod letal";"Gibraltar";0
"2018M04";"Odhod letal";"Grèija";116
"2018M04";"Odhod letal";"Gruzija";119
"2018M04";"Odhod letal";"Hrvaška";122
"2018M04";"Odhod letal";"Iran (Islamska republika)";0
"2018M04";"Odhod letal";"Irska";0
"2018M04";"Odhod letal";"Islandija";143
"2018M04";"Odhod letal";"Italija";393
"2018M04";"Odhod letal";"Izrael";0
"2018M04";"Odhod letal";"Japonska";0
"2018M04";"Odhod letal";"Jordanija";0
"2018M04";"Odhod letal";"Južna Afrika";0
"2018M04";"Odhod letal";"Kanada";0
"2018M04";"Odhod letal";"Katar";0
"2018M04";"Odhod letal";"Kazahstan";0
"2018M04";"Odhod letal";"Kirgizistan";0
"2018M04";"Odhod letal";"Kitajska (Ljudska republika)";0
"2018M04";"Odhod letal";"Kosovo";1811
"2018M04";"Odhod letal";"Kuvajt";0
"2018M04";"Odhod letal";"Latvija";0
"2018M04";"Odhod letal";"Libanon";0
"2018M04";"Odhod letal";"Libijska Arabska Džamahirija";0
"2018M04";"Odhod letal";"Litva";0
"2018M04";"Odhod letal";"Luksemburg";0
"2018M04";"Odhod letal";"Madžarska";0
"2018M04";"Odhod letal";"Severna Makedonija";2125
"2018M04";"Odhod letal";"Malta";0
"2018M04";"Odhod letal";"Maroko";0
"2018M04";"Odhod letal";"Moldavija (Republika)";0
"2018M04";"Odhod letal";"Nemèija";11450
"2018M04";"Odhod letal";"Nigerija";0
"2018M04";"Odhod letal";"Nizozemska";5114
"2018M04";"Odhod letal";"Norveška";0
"2018M04";"Odhod letal";"Oman";0
"2018M04";"Odhod letal";"Pakistan";0
"2018M04";"Odhod letal";"Poljska";2290
"2018M04";"Odhod letal";"Portugalska";0
"2018M04";"Odhod letal";"Romunija";343
"2018M04";"Odhod letal";"Ruska federacija";1796
"2018M04";"Odhod letal";"Saudska Arabija";0
"2018M04";"Odhod letal";"Sirska Arabska Republika";0
"2018M04";"Odhod letal";"Slovaška";52
"2018M04";"Odhod letal";"Slovenija";0
"2018M04";"Odhod letal";"Somalija";0
"2018M04";"Odhod letal";"Srbija";2804
"2018M04";"Odhod letal";"Srbija in Èrna Gora";-
"2018M04";"Odhod letal";"Sudan";0
"2018M04";"Odhod letal";"Španija";573
"2018M04";"Odhod letal";"Švedska";0
"2018M04";"Odhod letal";"Švica";4869
"2018M04";"Odhod letal";"Tanzanija";0
"2018M04";"Odhod letal";"Tunizija";127
"2018M04";"Odhod letal";"Turèija";7843
"2018M04";"Odhod letal";"Turkmenistan";0
"2018M04";"Odhod letal";"Ukrajina";640
"2018M04";"Odhod letal";"Uzbekistan";0
"2018M04";"Odhod letal";"Združene države";0
"2018M04";"Odhod letal";"Združeni arabski emirati";0
"2018M04";"Odhod letal";"Združeno kraljestvo";11804
"2018M04";"Odhod letal";"Neznano";0
"2018M05";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";80927
"2018M05";"Odhod letal";"Afganistan";0
"2018M05";"Odhod letal";"Albanija";3203
"2018M05";"Odhod letal";"Alžirija";0
"2018M05";"Odhod letal";"Armenija";0
"2018M05";"Odhod letal";"Avstrija";3314
"2018M05";"Odhod letal";"Azerbajdžan";0
"2018M05";"Odhod letal";"Belgija";4943
"2018M05";"Odhod letal";"Belorusija";0
"2018M05";"Odhod letal";"Bolgarija";399
"2018M05";"Odhod letal";"Bosna in Hercegovina";1567
"2018M05";"Odhod letal";"Ciper";137
"2018M05";"Odhod letal";"Èad";0
"2018M05";"Odhod letal";"Èeška republika";695
"2018M05";"Odhod letal";"Èrna Gora";2887
"2018M05";"Odhod letal";"Danska";1971
"2018M05";"Odhod letal";"Egipt";512
"2018M05";"Odhod letal";"Estonija";117
"2018M05";"Odhod letal";"Finska";1826
"2018M05";"Odhod letal";"Francija";5089
"2018M05";"Odhod letal";"Gibraltar";0
"2018M05";"Odhod letal";"Grèija";218
"2018M05";"Odhod letal";"Gruzija";0
"2018M05";"Odhod letal";"Hrvaška";337
"2018M05";"Odhod letal";"Iran (Islamska republika)";0
"2018M05";"Odhod letal";"Irska";0
"2018M05";"Odhod letal";"Islandija";365
"2018M05";"Odhod letal";"Italija";35
"2018M05";"Odhod letal";"Izrael";0
"2018M05";"Odhod letal";"Japonska";0
"2018M05";"Odhod letal";"Jordanija";0
"2018M05";"Odhod letal";"Južna Afrika";0
"2018M05";"Odhod letal";"Kanada";0
"2018M05";"Odhod letal";"Katar";0
"2018M05";"Odhod letal";"Kazahstan";0
"2018M05";"Odhod letal";"Kirgizistan";0
"2018M05";"Odhod letal";"Kitajska (Ljudska republika)";0
"2018M05";"Odhod letal";"Kosovo";1706
"2018M05";"Odhod letal";"Kuvajt";0
"2018M05";"Odhod letal";"Latvija";0
"2018M05";"Odhod letal";"Libanon";0
"2018M05";"Odhod letal";"Libijska Arabska Džamahirija";0
"2018M05";"Odhod letal";"Litva";0
"2018M05";"Odhod letal";"Luksemburg";0
"2018M05";"Odhod letal";"Madžarska";0
"2018M05";"Odhod letal";"Severna Makedonija";2402
"2018M05";"Odhod letal";"Malta";166
"2018M05";"Odhod letal";"Maroko";0
"2018M05";"Odhod letal";"Moldavija (Republika)";0
"2018M05";"Odhod letal";"Nemèija";11303
"2018M05";"Odhod letal";"Nigerija";0
"2018M05";"Odhod letal";"Nizozemska";5380
"2018M05";"Odhod letal";"Norveška";0
"2018M05";"Odhod letal";"Oman";0
"2018M05";"Odhod letal";"Pakistan";0
"2018M05";"Odhod letal";"Poljska";2685
"2018M05";"Odhod letal";"Portugalska";0
"2018M05";"Odhod letal";"Romunija";199
"2018M05";"Odhod letal";"Ruska federacija";2148
"2018M05";"Odhod letal";"Saudska Arabija";0
"2018M05";"Odhod letal";"Sirska Arabska Republika";0
"2018M05";"Odhod letal";"Slovaška";0
"2018M05";"Odhod letal";"Slovenija";0
"2018M05";"Odhod letal";"Somalija";0
"2018M05";"Odhod letal";"Srbija";2850
"2018M05";"Odhod letal";"Srbija in Èrna Gora";-
"2018M05";"Odhod letal";"Sudan";0
"2018M05";"Odhod letal";"Španija";117
"2018M05";"Odhod letal";"Švedska";0
"2018M05";"Odhod letal";"Švica";5029
"2018M05";"Odhod letal";"Tanzanija";0
"2018M05";"Odhod letal";"Tunizija";775
"2018M05";"Odhod letal";"Turèija";7055
"2018M05";"Odhod letal";"Turkmenistan";0
"2018M05";"Odhod letal";"Ukrajina";883
"2018M05";"Odhod letal";"Uzbekistan";0
"2018M05";"Odhod letal";"Združene države";0
"2018M05";"Odhod letal";"Združeni arabski emirati";0
"2018M05";"Odhod letal";"Združeno kraljestvo";10614
"2018M05";"Odhod letal";"Neznano";0
"2018M06";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";88291
"2018M06";"Odhod letal";"Afganistan";0
"2018M06";"Odhod letal";"Albanija";2329
"2018M06";"Odhod letal";"Alžirija";0
"2018M06";"Odhod letal";"Armenija";0
"2018M06";"Odhod letal";"Avstrija";3348
"2018M06";"Odhod letal";"Azerbajdžan";0
"2018M06";"Odhod letal";"Belgija";5197
"2018M06";"Odhod letal";"Belorusija";0
"2018M06";"Odhod letal";"Bolgarija";371
"2018M06";"Odhod letal";"Bosna in Hercegovina";1222
"2018M06";"Odhod letal";"Ciper";169
"2018M06";"Odhod letal";"Èad";0
"2018M06";"Odhod letal";"Èeška republika";554
"2018M06";"Odhod letal";"Èrna Gora";2973
"2018M06";"Odhod letal";"Danska";1501
